id,field,title,type,priority,status,order1,duration,scene,assets,qc,difficulty,source,source_status,final
PRV-005,예방·생활 관리,혀 세정과 구취 관리,관리·주의,2차 확장,기획 후보,,20.0,혀 표면을 부드럽게 세정하고 다른 원인을 구분,칫솔·치실·치간칫솔·치태·생활 장면,혀만 닦으면 모든 구취가 해결된다고 표현하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-006,예방·생활 관리,단 음식의 양과 먹는 횟수,구조·원리,2차 확장,기획 후보,,20.0,섭취 뒤 구강 환경 변화와 반복 노출을 표시,칫솔·치실·치간칫솔·치태·생활 장면,정확한 산도·시간 곡선을 근거 없이 수치화하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-007,예방·생활 관리,불소치약으로 하는 일상 관리,관리·주의,2차 확장,기획 후보,,20.0,연령에 맞는 양과 칫솔질 순서를 표시,칫솔·치실·치간칫솔·치태·생활 장면,불소 농도·양·헹굼 지침은 해당 연령 근거 확인,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-008,예방·생활 관리,스포츠 마우스가드의 보호 원리,구조·원리,2차 확장,기획 후보,,20.0,충격이 마우스가드를 거쳐 전달되는 모습을 도식화,칫솔·치실·치간칫솔·치태·생활 장면,모든 외상을 완전히 예방한다고 표현하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-009,예방·생활 관리,국소마취가 풀릴 때까지 주의할 것,관리·주의,2차 확장,기획 후보,,20.0,볼·입술 깨물기와 뜨거운 음식 접촉을 피하는 장면,칫솔·치실·치간칫솔·치태·생활 장면,감각 회복 시간을 모든 사람에게 고정하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-010,예방·생활 관리,정기검진 간격을 정하는 이유,관리·주의,2차 확장,기획 후보,,20.0,충치·치주·보철 위험도에 따라 재방문을 계획,칫솔·치실·치간칫솔·치태·생활 장면,모든 사람에게 하나의 주기를 강제하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
TMJ-001,턱관절·치아 마모,턱관절이 움직이는 모습,구조·원리,2차 확장,기획 후보,,20.0,입 벌림의 회전과 활주를 단면에서 연결,턱관절·관절원판·저작근·교합면,관절원판·하악두가 서로 관통하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-002,턱관절·치아 마모,턱관절 소리와 통증의 차이,비교·선택,2차 확장,기획 후보,,20.0,소리만 있는 경우와 통증·기능 제한을 구분,턱관절·관절원판·저작근·교합면,모든 관절 소리를 질환이나 치료 대상으로 단정하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-003,턱관절·치아 마모,관절원판 위치 변화의 한 예,구조·원리,2차 확장,기획 후보,,20.0,검사로 확인된 유형의 원판 움직임을 도식화,턱관절·관절원판·저작근·교합면,모든 턱관절 통증의 원인을 원판 하나로 설명하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-004,턱관절·치아 마모,저작근 통증과 악물기,구조·원리,2차 확장,기획 후보,,20.0,근육 위치와 긴장·이완을 표시,턱관절·관절원판·저작근·교합면,교합 이상 하나가 통증을 유발한다고 단정하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-005,턱관절·치아 마모,수면 중 이갈이와 치아 접촉,구조·원리,2차 확장,기획 후보,,20.0,치아 접촉과 마모 가능 부위를 짧게 확대,턱관절·관절원판·저작근·교합면,수면 이갈이 원인을 의지나 스트레스 하나로 단정하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-006,턱관절·치아 마모,스플린트와 나이트가드의 역할,구조·원리,1차 제작,기획 후보,28.0,20.0,장치가 맞물리는 면을 덮는 구조를 표시,턱관절·관절원판·저작근·교합면,치유 보장·영구적 교합 변경 효과를 주장하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-007,턱관절·치아 마모,턱관절 자가 관리의 기본,관리·주의,2차 확장,기획 후보,,20.0,무리한 벌림을 줄이고 안내받은 이완 동작 표시,턱관절·관절원판·저작근·교합면,통증을 유발하는 강제 스트레칭 장면 금지,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-008,턱관절·치아 마모,산에 의한 치아 침식,질환 진행,2차 확장,기획 후보,,30.0,산 노출 뒤 표면 손실과 형태 변화를 표시,턱관절·관절원판·저작근·교합면,충치와 동일한 세균성 구멍으로 그리지 않기,중간,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-009,턱관절·치아 마모,마모·마찰·침식의 차이,비교·선택,2차 확장,기획 후보,,20.0,힘·접촉·산에 따른 서로 다른 손상 패턴 비교,턱관절·관절원판·저작근·교합면,치경부 병소의 원인을 단일 요인으로 확정하지 않기,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
TMJ-010,턱관절·치아 마모,마모된 치아의 수복 계획,검사·진단,2차 확장,기획 후보,,20.0,남은 조직·교합·원인 평가 후 수복 범위를 설계,턱관절·관절원판·저작근·교합면,모든 마모 치아를 즉시 크라운으로 덮는 흐름 배제,보통,https://www.nidcr.nih.gov/health-info/tmd,분야 참고자료 확보·개별 대본 검증 전,
EST-001,심미치료,치아 색은 왜 달라지는가,구조·원리,2차 확장,기획 후보,,20.0,표면 착색과 내부 색 변화의 위치를 구별,치아 색조·법랑질·얇은 보철·접착층,모든 변색을 같은 원인·같은 치료로 묶지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-002,심미치료,전문가 치아미백 과정,치료 과정,2차 확장,기획 후보,,30.0,잇몸 보호 후 치면에 미백제를 적용하는 모습,치아 색조·법랑질·얇은 보철·접착층,보철물도 자연치와 똑같이 밝아진다고 표현하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-003,심미치료,맞춤 트레이 자가미백 과정,치료 과정,2차 확장,기획 후보,,30.0,치과 안내에 따른 트레이 적합·사용을 표시,치아 색조·법랑질·얇은 보철·접착층,약제 농도·사용 시간을 임의로 통일하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-004,심미치료,미백과 스케일링의 차이,비교·선택,2차 확장,기획 후보,,20.0,부착물 제거와 치아 색 변화의 작용 부위를 비교,치아 색조·법랑질·얇은 보철·접착층,치석 제거만으로 본래 치아색을 바꾼다고 표현하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-005,심미치료,미백 후 시림과 색 변화,관리·주의,2차 확장,기획 후보,,20.0,민감도 확인과 안내받은 사용 조절·관찰을 표시,치아 색조·법랑질·얇은 보철·접착층,효과·지속 기간·시림 발생을 보장하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-006,심미치료,라미네이트 치료 과정,치료 과정,1차 제작,기획 후보,30.0,30.0,선택된 치아의 전면 준비 후 얇은 보철을 접착,치아 색조·법랑질·얇은 보철·접착층,"보철 내면과 치면 정합, 과도한 삭제 표현 확인",중간,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-007,심미치료,레진으로 앞니 모양 보완하기,치료 과정,2차 확장,기획 후보,,30.0,한정된 부위에 재료를 더하고 다듬어 연마,치아 색조·법랑질·얇은 보철·접착층,어떤 크기의 결손도 무삭제로 해결된다고 표현하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-008,심미치료,앞니 사이 공간 치료 선택지,비교·선택,2차 확장,기획 후보,,20.0,교정·레진·보철이 공간을 다루는 방식을 비교,치아 색조·법랑질·얇은 보철·접착층,원인·치아 비율·잇몸 상태의 차이를 생략하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-009,심미치료,치아 색 맞추기와 보철 제작,검사·진단,2차 확장,기획 후보,,20.0,색조·투명도·주변 치아 비교 후 보철을 시험,치아 색조·법랑질·얇은 보철·접착층,한 가지 하얀색만 이상적인 색으로 제시하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
EST-010,심미치료,심미 보철의 접착층과 경계,구조·원리,2차 확장,기획 후보,,20.0,치면·접착층·보철 경계의 확대 단면을 표시,치아 색조·법랑질·얇은 보철·접착층,과도한 시멘트 두께·잇몸 침범·경계 틈 확인,보통,https://www.mouthhealthy.org/all-topics-a-z/teeth-whitening,분야 참고자료 확보·개별 대본 검증 전,
ORA-001,구강질환·진료 안내,구강건조와 침의 역할,구조·원리,2차 확장,기획 후보,,20.0,침의 흐름과 표면 윤활·보호 역할을 도식화,구강 점막·타액선·병변 기록·상담 장면,구강건조를 탈수 하나로 단정하지 않기,보통,https://www.nidcr.nih.gov/health-info/dry-mouth,분야 참고자료 확보·개별 대본 검증 전,
ORA-002,구강질환·진료 안내,구강궤양을 관찰하는 방법,검사·진단,2차 확장,기획 후보,,20.0,위치·모양·지속 경과를 기록하는 흐름,구강 점막·타액선·병변 기록·상담 장면,화면 모양만으로 원인이나 암 여부를 확정하지 않기,보통,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-003,구강질환·진료 안내,구강암 검진에서 확인하는 부위,검사·진단,전문 검토 후,기획 후보,,20.0,혀의 옆면·구강저·점막 등을 순서대로 관찰,구강 점막·타액선·병변 기록·상담 장면,검진을 확정 진단과 동일하게 표현하지 않기,높음,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-004,구강질환·진료 안내,오래 낫지 않는 구강 병변의 검사,검사·진단,전문 검토 후,기획 후보,,20.0,진찰·필요시 조직검사·결과 설명 흐름,구강 점막·타액선·병변 기록·상담 장면,모든 병변이 암이라는 공포 장면 배제,높음,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-005,구강질환·진료 안내,구취를 평가하는 과정,검사·진단,2차 확장,기획 후보,,20.0,치아·잇몸·혀·구강건조 등 가능한 원인 평가,구강 점막·타액선·병변 기록·상담 장면,구강 외 원인을 무시하거나 특정 치료로 완치 보장 금지,보통,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-006,구강질환·진료 안내,복용약과 전신질환을 알리는 이유,관리·주의,2차 확장,기획 후보,,20.0,진료 전에 약 목록·질환·알레르기를 확인,구강 점막·타액선·병변 기록·상담 장면,환자에게 처방약을 임의 중단하도록 지시하지 않기,보통,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-007,구강질환·진료 안내,임신 중 치과진료 상담,관리·주의,전문 검토 후,기획 후보,,20.0,임신 상태와 증상을 알리고 필요한 진료를 계획,구강 점막·타액선·병변 기록·상담 장면,임신 중 모든 치료·촬영을 금지하는 표현 배제,높음,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-008,구강질환·진료 안내,진정치료 후 귀가와 보호자 안내,관리·주의,전문 검토 후,기획 후보,,20.0,회복 확인과 보호자 동행·치과 지침 확인,구강 점막·타액선·병변 기록·상담 장면,진정 방식별 주의와 운전 제한을 임의로 고정하지 않기,높음,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-009,구강질환·진료 안내,치료 중 멈춤 신호와 의사소통,관리·주의,2차 확장,기획 후보,,20.0,손 신호를 정하고 치료가 멈추는 장면,구강 점막·타액선·병변 기록·상담 장면,불편을 참는 것이 좋은 환자의 역할이라는 표현 배제,보통,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
ORA-010,구강질환·진료 안내,수술 후 병원에 연락해야 하는 변화,관리·주의,2차 확장,기획 후보,,20.0,안내된 경과와 새로 심해지는 증상을 구별해 연락,구강 점막·타액선·병변 기록·상담 장면,숫자 기준·자가 처치·긴급도를 근거 없이 정하지 않기,보통,https://www.nidcr.nih.gov/health-info/oral-cancer,분야 참고자료 확보·개별 대본 검증 전,
